Brasil e Município;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Amendoim (em casca);Banana (cacho);Batata-doce;Batata-inglesa;Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Castanha de caju;Erva-mate (folha verde);Fava (em grão);Feijão (em grão);Girassol (em grão);Guaraná (semente);Juta (fibra);Malva (fibra);Mamona (baga);Mandioca;Manga;Melancia;Melão;Milho (em grão);Noz (fruto seco);Pimenta-do-reino;Soja (em grão);Sorgo (em grão);Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Iati (PE);...;-;-;-;139;-;-;-;-;-;-;...;-;-;90;3067;-;-;-;-;-;11480;-;-;-;34;-;-;-;-;-;-;-;-;-;-
Ibimirim (PE);...;-;-;-;784;-;-;-;-;-;-;...;-;-;-;181;-;-;-;-;-;160;-;24300;11300;890;-;-;-;-;11801;-;-;-;-;-
Ibirajuba (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;400;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-
Iguaracy (PE);...;-;-;-;606;552;-;-;-;-;-;...;9;-;64;1534;-;-;-;-;-;23;16;24;-;2480;-;-;-;-;1102;-;-;-;-;-
Inajá (PE);...;-;-;-;650;-;-;-;-;-;-;...;-;-;-;8;-;-;-;-;-;1703;-;50337;14875;91;-;-;-;-;4676;-;-;-;-;-
Ingazeira (PE);...;-;-;-;76;92;-;-;-;-;-;...;-;-;14;562;-;-;-;-;-;67;9;-;-;520;-;-;-;-;1152;-;-;-;-;-
Ipubi (PE);...;-;11;-;56;-;-;-;-;-;-;...;-;-;-;12500;-;-;-;-;-;4950;-;-;-;265;-;-;-;-;-;-;-;-;-;-
Itacuruba (PE);...;-;-;-;84;28;-;-;-;-;-;...;-;-;-;94;-;-;-;-;-;79;61;-;206;6;-;-;-;-;-;-;-;-;-;119
Itaíba (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;164;-;-;-;-;-;82;-;-;-;109;-;-;-;-;-;-;-;-;-;-
Itambé (PE);...;-;-;-;970;74;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;1172;-;-;-;36;-;-;-;-;-;-;-;-;-;-
Itapetim (PE);...;-;-;-;81;391;-;-;-;-;-;...;-;-;43;1907;-;-;-;-;-;540;34;216;-;1440;-;-;-;-;1481;-;-;-;-;-
Jataúba (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;55;-;-;-;-;-;800;-;-;-;57;-;-;-;-;-;-;-;-;-;-
Jatobá (PE);...;-;-;-;103;-;-;-;-;-;-;...;22;-;-;29;-;-;-;-;-;195;186;55;-;7;-;-;-;-;-;-;-;-;-;-
João Alfredo (PE);...;-;-;-;26;97;-;-;-;-;-;...;-;-;881;179;-;-;-;-;-;903;-;-;-;1132;-;-;-;-;-;-;-;-;-;-
Jucati (PE);...;-;-;-;-;28;-;-;-;-;-;...;-;-;36;10320;-;-;-;-;-;5900;-;-;-;83;-;-;-;-;467;-;-;-;-;-
Jupi (PE);...;-;-;-;-;687;-;-;-;-;-;...;-;-;52;6216;-;-;-;-;-;9225;-;93;-;680;-;-;-;-;3080;-;-;-;-;-
Jurema (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;2462;-;-;-;-;-;2944;-;-;-;53;-;-;-;-;-;-;-;-;-;-
Lagoa do Carro (PE);...;-;-;-;-;124;-;-;-;-;-;...;-;-;-;13;-;-;-;-;-;423;128;-;-;-;-;-;-;-;-;-;-;-;-;-
Lagoa de Itaenga (PE);...;-;-;-;213;688;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;540;-;-;-;-;-;-;-;-;208;-;-;-;40;-
Lagoa do Ouro (PE);...;-;-;-;40;798;-;-;-;-;-;...;-;-;8;152;-;-;-;-;-;88;-;406;-;234;-;-;-;-;163;-;-;-;-;-
Lagoa dos Gatos (PE);...;-;-;-;900;1080;-;-;-;-;-;...;-;-;9;35;-;-;-;-;-;1118;675;-;-;720;-;-;-;-;-;-;-;-;-;-
Lagoa Grande (PE);...;-;-;-;1139;-;-;-;-;-;-;...;-;-;-;132;-;-;-;-;-;900;6900;1500;1440;21;-;-;-;-;32400;-;-;-;-;418888
Lajedo (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;383;-;-;-;-;-;2182;-;-;-;41;-;-;-;-;-;-;-;-;-;-
Limoeiro (PE);...;-;-;-;8723;107;-;-;-;-;-;...;-;-;532;436;-;-;-;-;-;1395;-;-;-;1219;-;-;-;-;-;-;-;-;-;-
Macaparana (PE);...;-;-;-;28720;64;-;-;-;-;-;...;-;-;216;6;-;-;-;-;-;380;-;-;-;-;-;-;-;-;-;-;-;-;-;811
Machados (PE);...;-;-;-;27563;66;-;-;-;-;-;...;-;-;30;-;-;-;-;-;-;43;-;-;-;152;-;-;-;-;-;-;-;-;-;-
Manari (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;282;-;-;-;-;-;53;-;-;-;212;-;-;-;-;-;-;-;-;-;-
Mirandiba (PE);...;-;7;-;-;-;-;-;-;-;-;...;23;-;-;291;-;-;-;-;-;1304;21;-;-;187;-;-;-;-;736;-;-;-;-;-
Nazaré da Mata (PE);...;-;-;-;260;778;-;-;-;-;-;...;-;-;125;-;-;-;-;-;-;473;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Orobó (PE);...;-;-;-;8575;132;-;-;-;-;-;...;-;-;1558;930;-;-;-;-;-;67;-;-;-;710;-;-;-;-;-;-;-;-;-;-
Orocó (PE);...;-;-;-;19152;-;-;-;-;-;-;...;-;-;-;18;-;-;-;-;-;4809;2175;-;-;3;-;-;-;-;-;-;-;-;-;1032
Ouricuri (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;6987;-;-;-;-;440;4429;-;-;-;758;-;-;-;-;520;-;-;-;-;-
Palmeirina (PE);...;-;-;-;1416;480;-;-;-;-;-;...;-;-;40;80;-;-;-;-;-;47;-;-;-;7;-;-;-;-;-;-;-;-;-;-
Panelas (PE);...;-;-;-;1536;300;-;-;17;17;-;...;4;-;-;1500;-;-;-;-;-;2100;25;250;-;3333;-;-;-;-;320;-;-;-;-;-
Paranatama (PE);...;-;-;-;-;-;-;-;458;458;-;...;-;-;48;8808;-;-;-;-;-;900;-;-;-;98;-;-;-;-;-;-;-;-;-;-
Parnamirim (PE);...;-;-;-;360;500;-;-;-;-;-;...;-;-;-;50;-;-;-;-;-;280;-;442;72;33;-;-;-;-;7800;-;-;-;-;-
Passira (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;1321;616;-;-;-;-;-;43;-;-;-;2170;-;-;-;-;-;-;-;-;-;-
Pedra (PE);...;-;-;-;624;-;-;-;-;-;-;...;-;-;-;448;-;-;-;-;-;389;53;117;-;629;-;-;-;-;11883;-;-;-;-;-
Pesqueira (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;2880;-;-;-;-;-;632;-;-;-;432;-;-;-;-;-;-;-;-;-;-
Petrolândia (PE);...;-;-;128;3577;-;-;-;-;-;-;...;-;-;-;118;-;-;-;-;-;425;5813;326;478;-;-;-;-;-;280;-;-;-;-;500
Petrolina (PE);...;-;-;-;45980;-;-;-;-;-;-;...;-;-;-;270;-;-;-;-;-;4130;121176;-;-;50;-;-;-;-;-;-;-;-;-;1189595
Poção (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;756;-;-;-;-;-;180;-;-;-;50;-;-;-;-;-;-;-;-;-;-
Pombos (PE);...;-;-;-;365;-;-;-;-;-;-;...;-;-;-;252;-;-;-;-;-;3509;-;-;-;-;-;-;-;-;179;-;-;-;-;-
Quixaba (PE);...;-;-;-;127;85;-;-;-;-;-;...;-;-;60;864;-;-;-;-;-;225;30;-;-;1872;-;-;-;-;-;-;-;-;-;-
Riacho das Almas (PE);...;-;-;-;8;120;-;-;-;-;-;...;2;-;8;45;-;-;-;-;-;165;-;-;-;54;-;-;-;-;-;-;-;-;-;-
Sairé (PE);...;-;-;-;441;-;-;-;-;-;-;...;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;563;-;-;-;-;-
Salgadinho (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;410;191;-;-;-;-;-;-;-;-;-;327;-;-;-;-;-;-;-;-;-;-
Salgueiro (PE);...;-;-;-;375;-;-;-;-;-;-;...;-;-;-;305;-;-;-;-;-;225;220;198;175;-;-;-;-;-;-;-;-;-;-;-
Saloá (PE);...;-;-;-;111;-;-;-;900;900;-;...;-;-;36;1354;-;-;-;-;-;220;-;160;-;10350;-;-;-;-;1440;-;-;-;-;-
Sanharó (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;720;-;-;-;-;-;3600;-;-;-;126;-;-;-;-;-;-;-;-;-;-
Santa Cruz (PE);...;-;13;-;-;-;-;-;-;-;-;...;-;-;-;660;-;-;-;-;72;17;-;-;-;675;-;-;-;152;1050;-;-;-;-;-
Santa Cruz da Baixa Verde (PE);...;-;-;-;60;-;-;-;7;7;-;...;-;-;420;394;-;-;-;-;-;88;-;-;-;215;-;-;-;-;152;-;-;-;-;-
Santa Cruz do Capibaribe (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-
Santa Filomena (PE);...;-;-;-;18;48;-;-;-;-;-;...;-;-;-;1179;-;-;-;-;12;3653;28;-;-;632;-;-;-;-;-;-;-;-;-;-
Santa Maria da Boa Vista (PE);...;-;-;-;83025;-;-;-;-;-;-;...;-;-;-;162;-;-;-;-;-;8179;18288;-;-;26;-;-;-;-;-;-;-;-;-;51744
Santa Maria do Cambucá (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;254;-;-;-;-;-;76;-;-;-;204;-;-;-;-;-;-;-;-;-;-
Santa Terezinha (PE);...;-;-;-;454;102;-;-;-;-;-;...;35;-;44;1993;-;-;-;-;-;328;17;27;-;1520;-;-;-;-;453;-;-;-;-;-
São Bento do Una (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;68;5895;-;-;-;-;-;9230;-;-;-;648;-;-;-;-;-;-;-;-;-;-
São Caitano (PE);...;-;-;-;30;-;-;-;-;-;-;...;-;-;-;5;-;-;-;-;-;280;-;-;-;7;-;-;-;-;-;-;-;-;-;-
São João (PE);...;-;-;-;68;-;-;-;-;-;-;...;-;-;-;33030;-;-;-;-;-;12150;-;-;-;1116;-;-;-;-;-;-;-;-;-;-
São Joaquim do Monte (PE);...;-;-;-;18;-;-;-;-;-;-;...;-;-;-;185;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
São José do Belmonte (PE);...;-;-;-;348;10;-;-;-;-;-;...;120;-;-;3591;-;-;-;-;-;531;500;150;-;1076;-;-;-;-;3835;-;-;-;-;-
São José do Egito (PE);...;-;-;-;284;419;-;-;-;-;-;...;-;-;156;4546;-;-;-;-;-;134;31;-;-;2800;-;-;-;-;1161;-;-;-;-;-
São Vicente Férrer (PE);...;-;-;-;68863;123;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;49734
Serra Talhada (PE);...;-;60;-;189;279;-;-;-;-;-;...;-;-;5;1706;-;-;-;-;-;355;240;480;-;897;-;-;-;-;1140;-;-;-;-;-
Serrita (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1288;-;-;-;-;-;68;-;9;-;1413;-;-;-;-;1351;-;-;-;-;-
Sertânia (PE);...;-;-;-;8;-;-;-;-;-;-;...;-;-;-;107;-;-;-;-;-;-;-;-;-;165;-;-;-;-;-;-;-;-;-;-
Moreilândia (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;83;732;-;-;-;-;-;1100;-;-;-;325;-;-;-;-;-;-;-;-;-;-
Solidão (PE);...;-;-;-;218;134;-;-;-;-;-;...;16;-;179;1191;-;-;-;-;-;122;85;-;-;2132;-;-;-;-;-;-;-;-;-;-
Surubim (PE);...;-;-;-;-;34;-;-;-;-;-;...;-;-;1089;544;-;-;-;-;-;-;-;-;-;408;-;-;-;-;-;-;-;-;-;-
Tabira (PE);...;-;-;-;430;402;-;-;-;-;-;...;13;-;78;1546;-;-;-;-;-;132;12;-;-;1596;-;-;-;-;-;-;-;-;-;-
Tacaimbó (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;144;-;-;-;-;-;551;-;-;-;90;-;-;-;-;5340;-;-;-;-;-
Tacaratu (PE);...;-;-;3;544;-;-;-;-;-;-;...;66;-;-;1018;-;-;-;-;-;580;130;3438;163;306;-;-;-;-;-;-;-;-;-;-
Taquaritinga do Norte (PE);...;-;-;-;2400;-;-;-;8400;8400;-;...;336;-;-;36;-;-;-;-;-;540;-;-;-;135;-;-;-;-;-;-;-;-;-;-
Terezinha (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;10;644;-;-;-;-;-;578;-;-;-;168;-;-;-;-;-;-;-;-;-;-
Terra Nova (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;63;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-
Timbaúba (PE);...;-;-;-;10716;187;-;-;-;-;-;...;-;-;24;-;-;-;-;-;-;320;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Toritama (PE);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
Tracunhaém (PE);...;-;-;-;204;178;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;1750;364;-;-;-;-;-;-;-;-;-;-;-;-;-
Trindade (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1200;-;-;-;-;-;89;-;-;-;2103;-;-;-;-;-;-;-;-;-;-
Triunfo (PE);...;-;-;-;4039;-;-;-;196;196;-;...;-;-;30;292;-;-;-;-;-;121;-;-;-;98;-;-;-;-;-;-;-;-;-;-
Tupanatinga (PE);...;-;-;-;-;-;-;-;-;-;-;...;543;-;5;400;-;-;-;-;-;710;-;241;2002;220;-;-;-;-;1103;-;-;-;-;-
Tuparetama (PE);...;-;-;-;283;121;-;-;-;-;-;...;-;-;29;420;-;-;-;-;-;48;11;-;-;1248;-;-;-;-;906;-;-;-;-;-
Venturosa (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;4;11;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-
Verdejante (PE);...;-;-;-;80;-;-;-;-;-;-;...;-;-;-;293;-;-;-;-;-;405;212;-;-;73;-;-;-;-;-;-;-;-;-;-
Vertente do Lério (PE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;160;91;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-
Vertentes (PE);...;-;-;-;-;-;-;-;315;315;-;...;-;-;8;331;-;-;-;-;-;-;-;-;-;374;-;-;-;-;-;-;-;-;-;-
Vicência (PE);...;-;-;-;123824;297;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;834;61;-;-;-;-;-;-;-;-;-;-;-;-;-
Vitória de Santo Antão (PE);...;-;-;-;4176;-;-;-;-;-;-;...;-;-;-;92;-;-;-;-;-;3489;-;-;-;31;-;-;-;-;-;-;-;-;-;-
Água Branca (AL);...;-;8;-;98;42;-;-;-;-;-;...;25;-;-;491;-;-;-;-;-;1964;15;270;-;186;-;-;-;-;188;-;-;-;-;-
Arapiraca (AL);...;-;-;474;406;4292;-;-;-;-;-;...;13;-;54;818;-;-;-;-;-;18850;64;-;-;2439;-;304;-;-;2875;-;-;-;-;-
Batalha (AL);...;-;-;-;-;32;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;31;-;21;-;1448;-;-;-;-;-;-;-;-;-;-
Belo Monte (AL);...;-;-;-;-;48;-;-;-;-;-;...;-;-;-;12;-;-;-;-;-;155;-;-;-;1116;-;-;-;-;-;-;-;-;-;-
Cacimbinhas (AL);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;19;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-
Campo Grande (AL);...;-;-;66;-;180;-;-;-;-;-;...;4;-;7;38;-;-;-;-;-;173;16;-;-;80;-;-;-;-;-;-;-;-;-;-
Canapi (AL);...;-;-;-;-;144;-;-;-;-;-;...;7;-;-;96;-;-;-;-;-;140;-;-;-;16;-;-;-;-;133;-;-;-;-;-
Carneiros (AL);...;-;-;-;-;82;-;-;-;-;-;...;23;-;-;357;-;-;-;-;-;203;-;-;-;696;-;-;-;-;-;-;-;-;-;-
Coité do Nóia (AL);...;-;-;40;101;337;-;-;-;-;-;...;-;-;-;91;-;-;-;-;-;4836;63;58;-;972;-;-;-;-;313;-;-;-;-;-
Craíbas (AL);...;-;-;39;-;56;-;-;-;-;-;...;-;-;-;7;-;-;-;-;-;259;-;-;-;3571;-;-;-;-;270;-;-;-;-;-
Delmiro Gouveia (AL);...;-;-;-;608;544;-;-;-;-;-;...;9;-;-;309;-;-;-;-;-;811;68;320;33;504;-;-;-;-;686;-;-;-;-;-
Dois Riachos (AL);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;769;-;-;-;-;-;-;-;-;-;143;-;-;-;-;-;-;-;-;-;-
Estrela de Alagoas (AL);...;-;-;-;-;-;-;-;-;-;-;...;142;-;7;284;-;-;-;-;-;490;184;-;-;135;-;-;-;-;-;-;-;-;-;-
Girau do Ponciano (AL);...;-;-;-;60;276;-;-;-;-;-;...;-;-;10;1392;-;-;-;-;-;13745;-;48;-;2208;-;-;-;-;270;-;-;-;-;-
Igaci (AL);...;-;-;-;23;-;-;-;-;-;-;...;42;-;240;226;-;-;-;-;-;3835;401;-;-;429;-;-;-;-;-;-;-;-;-;-
Inhapi (AL);...;-;-;-;101;44;-;-;-;-;-;...;17;-;-;210;-;-;-;-;-;865;29;686;450;211;-;-;-;-;208;-;-;-;-;-
Jacaré dos Homens (AL);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;27;-;-;-;176;-;-;-;-;-;-;-;-;-;-
Jaramataia (AL);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Lagoa da Canoa (AL);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;560;-;-;-;-;-;4017;-;-;-;875;-;-;-;-;-;-;-;-;-;-
Major Isidoro (AL);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;88;-;-;-;-;-;-;-;-;-;956;-;-;-;-;-;-;-;-;-;-
Maravilha (AL);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;175;-;-;-;-;-;-;16;-;-;30;-;-;-;-;-;-;-;-;-;-
Mata Grande (AL);...;-;13;-;2014;-;-;-;-;-;-;...;27;-;-;527;-;-;-;-;-;2182;138;4066;6122;864;-;-;-;-;10391;-;-;-;-;-
Minador do Negrão (AL);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;171;-;-;-;-;-;-;-;-;-;96;-;-;-;-;-;-;-;-;-;-
Monteirópolis (AL);...;-;-;-;-;-;-;-;-;-;-;...;92;-;-;68;-;-;-;-;-;893;-;-;-;61;-;-;-;-;-;-;-;-;-;-
Olho d'Água das Flores (AL);...;-;-;-;13;108;-;-;-;-;-;...;194;-;20;72;-;-;-;-;-;320;82;11;20;36;-;-;-;-;480;-;-;-;-;-
Olho d'Água do Casado (AL);...;-;-;-;-;-;-;-;-;-;-;...;88;-;-;598;-;-;-;-;-;294;-;-;-;624;-;-;-;-;-;-;-;-;-;-
Olho d'Água Grande (AL);...;-;-;99;-;36;-;-;-;-;-;...;12;-;7;12;-;-;-;-;-;455;126;-;-;1238;-;-;-;-;-;-;-;-;-;-
Olivença (AL);...;-;-;-;-;-;-;-;-;-;-;...;270;-;-;48;-;-;-;-;-;269;-;-;-;82;-;-;-;-;-;-;-;-;-;-
Ouro Branco (AL);...;-;-;-;-;-;-;-;-;-;-;...;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;125;-;-;-;-;-
Palestina (AL);...;-;-;-;-;-;-;-;-;-;-;...;5;-;-;8;-;-;-;-;-;17;-;-;-;4;-;-;-;-;-;-;-;-;-;-
Palmeira dos Índios (AL);...;-;-;-;2016;1758;-;-;-;-;-;...;124;-;303;539;-;-;-;-;-;5307;343;-;-;153;-;-;-;-;-;-;-;-;-;-
Pão de Açúcar (AL);...;-;-;-;144;110;-;-;-;-;-;...;5;-;-;296;-;-;-;-;-;636;202;1;-;225;-;-;-;-;-;-;-;-;-;-
Pariconha (AL);...;-;18;-;163;664;-;-;-;-;-;...;60;-;-;209;-;-;-;-;-;1611;29;5188;-;54;-;-;-;-;-;-;-;-;-;-
Piranhas (AL);...;-;3;-;48;-;-;-;-;-;-;...;-;-;-;1338;-;-;-;-;-;100;14;96;-;165;-;-;-;-;124;-;-;-;-;-
Poço das Trincheiras (AL);...;-;-;-;-;-;-;-;-;-;-;...;12;-;-;256;-;-;-;-;-;187;13;-;-;897;-;-;-;-;-;-;-;-;-;-
Porto Real do Colégio (AL);...;-;-;220;93;90;-;-;-;-;-;...;-;-;20;263;-;-;-;-;-;2426;165;-;-;247;-;-;-;-;-;-;-;-;-;-
Quebrangulo (AL);...;-;-;-;3240;2168;-;-;-;-;-;...;-;-;224;1600;-;-;-;-;-;613;203;-;-;2601;-;-;-;-;144;-;-;-;-;-
Santana do Ipanema (AL);...;-;-;-;-;-;-;-;-;-;-;...;125;-;-;365;-;-;-;-;-;400;-;-;-;359;-;-;-;-;-;-;-;-;-;-
São Brás (AL);...;-;-;-;219;72;-;-;-;-;-;...;-;-;7;149;-;-;-;-;-;2068;237;130;-;618;-;-;-;-;-;-;-;-;-;-
São José da Tapera (AL);...;-;-;-;36;81;-;-;-;-;-;...;135;-;-;943;-;-;-;-;-;353;43;40;20;490;-;-;-;-;-;-;-;-;-;-
Senador Rui Palmeira (AL);...;-;-;-;-;-;-;-;-;-;-;...;8;-;-;228;-;-;-;-;-;222;-;9;-;158;-;-;-;-;-;-;-;-;-;-
Traipu (AL);...;-;-;-;-;156;-;-;-;-;-;...;-;-;-;119;-;-;-;-;-;5579;-;-;-;939;-;-;-;-;-;-;-;-;-;-
Amparo do São Francisco (SE);...;-;-;-;117;-;-;-;-;-;-;...;-;-;6;18;-;-;-;-;-;429;227;-;-;408;-;-;-;-;-;-;-;-;-;-
Aquidabã (SE);...;-;-;11;907;12;-;-;-;-;-;...;-;-;28;294;-;-;-;-;-;728;337;-;-;5614;-;-;-;-;-;-;-;-;-;-
Canhoba (SE);...;-;-;-;90;-;-;-;-;-;-;...;-;-;5;60;-;-;-;-;-;1394;54;-;-;8713;-;-;-;-;-;-;-;-;-;-
Canindé de São Francisco (SE);...;-;-;-;261;-;-;-;-;-;-;...;-;-;-;602;-;-;-;-;-;1520;54;-;-;1361;-;-;-;-;-;-;-;-;-;-
Carira (SE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;190258;-;-;-;-;-;-;-;-;-;-
Cedro de São João (SE);...;-;-;-;174;-;-;-;-;-;-;...;-;-;-;4;-;-;-;-;-;70;35;-;-;580;-;-;-;-;-;-;-;-;-;-
Cumbe (SE);...;-;-;9;-;-;-;-;-;-;-;...;-;-;10;14;-;-;-;-;-;296;-;-;-;12593;-;-;-;-;-;-;-;-;-;-
Feira Nova (SE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;23421;-;-;-;-;-;-;-;-;-;-
Frei Paulo (SE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;119;-;-;-;-;-;-;-;-;-;120196;-;-;-;-;-;-;-;-;-;-
Gararu (SE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;140;-;-;-;-;-;-;-;-;-;24351;-;-;-;-;-;-;-;-;-;-
Gracho Cardoso (SE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;14;-;-;-;-;-;19;-;-;-;16436;-;-;-;-;-;-;-;-;-;-
Itabi (SE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;7;-;-;-;-;-;-;-;-;-;6567;-;-;-;-;-;-;-;-;-;-
Lagarto (SE);...;-;-;343;1472;2114;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;38760;-;-;-;39600;-;-;-;-;6480;-;-;-;-;-
Macambira (SE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;45;-;-;-;-;-;1210;-;-;-;17495;-;-;-;-;-;-;-;-;-;-
Monte Alegre de Sergipe (SE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;140;-;-;-;-;-;-;-;-;-;12425;-;-;-;-;-;-;-;-;-;-
Nossa Senhora Aparecida (SE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;68;-;-;-;-;-;-;-;-;-;20397;-;-;-;-;-;-;-;-;-;-
Nossa Senhora da Glória (SE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;151;-;-;-;-;-;-;-;-;-;35680;-;-;-;-;-;-;-;-;-;-
Nossa Senhora das Dores (SE);...;-;-;45;282;-;-;-;-;-;-;...;-;-;-;35;-;-;-;-;-;920;-;-;-;20037;-;-;-;-;-;-;-;-;-;-
Nossa Senhora de Lourdes (SE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;7;-;-;-;-;-;18;-;-;-;2052;-;-;-;-;-;-;-;-;-;-
Pedra Mole (SE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;97;-;-;-;-;-;-;-;-;-;21529;-;-;-;-;-;-;-;-;-;-
Pinhão (SE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;143;-;-;-;-;-;-;-;-;-;40727;-;-;-;-;-;-;-;-;-;-
Poço Redondo (SE);...;-;-;-;962;-;-;-;-;-;-;...;-;-;-;688;-;-;-;-;-;8247;54;-;-;4719;-;-;-;-;-;-;-;-;-;-
Poço Verde (SE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;562;-;-;-;-;-;-;-;-;-;62400;-;-;-;-;-;-;-;-;-;-
Porto da Folha (SE);...;-;-;-;337;-;-;-;-;-;-;...;-;-;-;134;-;-;-;-;-;-;-;-;-;9417;-;-;-;-;-;-;-;-;-;-
Propriá (SE);...;-;-;-;1849;-;-;-;-;-;-;...;-;-;5;28;-;-;-;-;-;221;2416;23;-;138;-;-;-;-;-;-;-;-;-;-
Ribeirópolis (SE);...;-;-;101;-;5060;-;-;-;-;-;...;-;-;-;239;-;-;-;-;-;702;-;-;-;21512;-;-;-;-;2808;-;-;-;-;-
São Miguel do Aleixo (SE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;64;-;-;-;-;-;-;-;-;-;3883;-;-;-;-;-;-;-;-;-;-
Simão Dias (SE);...;-;-;-;179;-;-;-;-;-;-;...;-;-;-;478;-;-;-;-;-;261;-;-;-;187200;-;-;-;-;6300;-;-;-;-;-
Telha (SE);...;-;-;-;33;-;-;-;-;-;-;...;-;-;-;7;-;-;-;-;-;10;1669;-;-;783;-;-;-;-;-;-;-;-;-;-
Tobias Barreto (SE);...;-;-;8;-;-;-;-;-;-;-;...;-;-;-;430;-;-;-;-;-;470;-;-;-;3864;-;-;-;-;-;-;-;-;-;-
Abaíra (BA);...;-;-;-;87;-;-;-;1077;1077;-;...;-;-;-;390;-;-;-;-;-;382;195;-;-;73;-;-;-;-;-;-;-;-;-;-
Abaré (BA);...;-;-;-;6740;-;-;-;-;-;-;...;-;-;-;588;-;-;-;-;-;-;15331;1060;1336;306;-;-;-;-;353;-;-;-;-;-
